products
product_id,product_name,product_category,price,,,,,,,
12,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,appliances,"₹1,990.00",,,,,,,
13,Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Coffee Br...,appliances,"₹2,299.00",,,,,,,
14,"LG 1 Ton 4 Star Ai Dual Inverter Split Ac (Copper, Super Convertible 6-In-1 Cooling, Hd Filter With Anti Virus Protection,...",appliances,"₹61,990.00",,,,,,,
15,"Havells Ambrose 1200mm Energy Saving with Remote Control 5 Star Decorative BLDC Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,"₹4,510.00",,,,,,,
16,"Carrier 1.5 Ton 3 Star Inverter Split AC (Copper,ESTER Dxi, 4-in-1 Flexicool Inverter, 2022 Model,R32,White)",appliances,"₹67,790.00",,,,,,,
17,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protectio...",appliances,"₹1,490.00",,,,,,,
18,Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,appliances,"₹1,690.00",,,,,,,
19,Usha Mist Air Icy 400mm Pedestal Fan (Blue),appliances,"₹3,050.00",,,,,,,
20,"LG 1.5 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,"₹68,990.00",,,,,,,
21,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",appliances,"₹5,890.00",,,,,,,
22,"Crompton Ozone Desert Air Cooler- 75L; with Everlast Pump, Auto Fill, 4-Way Air Deflection and High Density Honeycomb pad...",appliances,"₹17,200.00",,,,,,,
23,Bajaj Esteem 400 mm Pedestal Fan (White),appliances,"₹3,855.00",,,,,,,
24,"Voltas 1.4 Ton 3 Star Inverter Split AC(Copper, Adjustable Cooling, Anti-dust Filter, 2023 Model, 173V Vectra Platina, White)",appliances,"₹70,990.00",,,,,,,
25,Orient Electric Wall-49 Wall-Mounted Fan with Remote | 400mm Wall Fan for Home (Crystal White),appliances,"₹4,235.00",,,,,,,
26,"Absorbia Moisture Absorber Absorbia Classic - Season Pack of 6 (300ml Each) Dehumidier for Wardrobe, Cupboards & Closets F...",appliances,₹945.00,,,,,,,
27,Crompton Gracee 5-L Instant Water Heater (Geyser),appliances,"₹7,299.00",,,,,,,
28,Crompton SUREBREEZE HILLBRIZ DECO 1200 mm (48 inch) Ceiling Fan ( Smoked Brown ) 1 Star,appliances,"₹3,139.00",,,,,,,
29,"Lloyd 1.0 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,"₹49,990.00",,,,,,,
30,"Coway Professional Air Purifier for Home, Longest Filter Life 8500 Hrs, Green True HEPA Filter, Traps 99.99% Virus & PM 0....",appliances,"₹34,990.00",,,,,,,
31,"Havells 1200mm Ambrose Energy Saving Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,"₹3,675.00",,,,,,,
32,Polycab Elanza 5 Blade 400mm Mini Pedestal Fan with 2 Year Warranty (Black),appliances,"₹2,799.00",,,,,,,
33,"FIGMENT Table Fan Table Fan High Speed, Powerful Rechargeable 1.5 Watts Table Fan with 21 SMD LED Light, Table Fan for Hom...",appliances,₹999.00,,,,,,,
34,"Lloyd 1.5 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,"₹67,990.00",,,,,,,
35,"Crompton Arno Neo 15-L 5 Star Rated Storage Water Heater (Geyser) With Advanced 3 Level Safety (Grey), Wall Mounting",appliances,"₹10,400.00",,,,,,,
36,"Allin Exporters J66 Ultrasonic Humidifier Cool Mist Air Purifier for Dryness, Cold & Cough Large Capacity for Room, Baby, ...",appliances,"₹3,550.00",,,,,,,
37,Havells Ventil Air DSP 230mm Exhaust Fan (Choco Brown) (FHVVEMTBRN09),appliances,"₹2,015.00",,,,,,,
38,Havells Ventil Air DX 200mm Exhaust Fan (White),appliances,"₹2,130.00",,,,,,,
39,"Larrito wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Bab...",appliances,₹599.00,,,,,,,
40,Havells Instanio 3-Litre Instant Geyser (White/Blue),appliances,"₹5,870.00",,,,,,,
41,"Carrier 1 Ton 3 Star AI Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling,Dual Filtration with HD & PM 2.5 F...",appliances,"₹58,190.00",,,,,,,
42,"Voltas 1.5 Ton, 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 185V DAZJ, White)",appliances,"₹73,990.00",,,,,,,
43,Havells Leganza 4 Blade 1200mm Ceiling Fan (Bronze Gold),appliances,"₹6,010.00",,,,,,,
44,"AGARO Glory Cool Mist Ultrasonic Humidifier, 4.5Litres, For Large Area, Room, Home, Office, Adjustable Mist Output, Cerami...",appliances,"₹5,799.00",,,,,,,
45,"HIFRESH Portable Air Cooler for Home, 4.1L Cooling Tower Fan w/ 80W Low Power Consumption, 3 Speeds & 4 Modes Personal Swa...",appliances,"₹13,500.00",,,,,,,
46,atomberg Efficio+ 400mm Table Pedestal 2 in 1 Swing Fan | High Speed BLDC Motor with Remote Control (White),appliances,"₹6,890.00",,,,,,,
47,"Daikin 1 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2023 M...",appliances,"₹48,200.00",,,,,,,
48,"Symphony Diet 12T Personal Tower Air Cooler for Home with Honeycomb Pad, Powerful Blower, i-Pure Technology and Low Power ...",appliances,"₹7,299.00",,,,,,,
49,Candes Brio Turbo 600 mm / 24 Inch High Speed 4 Blade Anti-Dust Ceiling Fan Suitable for Kitchen/Veranda/Balcony/Small Roo...,appliances,"₹2,299.00",,,,,,,
50,"Candes Lynx High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 2 Yrs Warranty (1200MM, Coffee Brown)",appliances,"₹2,299.00",,,,,,,
51,Orient Electric Stand-82 400 MM Oscillating Pedestal Fans | PP Plastic Stand Fan with Tilt Mechanism | High Air Delivery |...,appliances,"₹3,820.00",,,,,,,
52,"Carrier 1.5 Ton 5 Star AI Flexicool Inverter Split AC (Copper, Convertible 6-in-1 Cooling,Dual Filtration with HD & PM 2.5...",appliances,"₹78,490.00",,,,,,,
53,"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM50U, White)",appliances,"₹67,200.00",,,,,,,
54,"Panasonic 1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Wa...",appliances,"₹63,400.00",,,,,,,
55,"Symphony Ice Cube 27 Personal Air Cooler for Home with Powerful Fan, 3-Side Honeycomb Pads, i-Pure Technology and Low Powe...",appliances,"₹7,999.00",,,,,,,
56,atomberg Renesa 1400mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spe...,appliances,"₹5,590.00",,,,,,,
57,Crompton Energion Cromair 1200mm (48 inch) BLDC Ceiling Fan High Speed 5S 28W Energy Efficient with Remote (Ivory),appliances,"₹6,500.00",,,,,,,
58,"Bajaj DMH 90 Neo 90L Desert Air Cooler for home with DuraMarine Pump (2-Yr Warranty), Antibacterial Honeycomb Pads, Powerf...",appliances,"₹18,390.00",,,,,,,
59,Bajaj Maxima 600 mm Ceiling Fan (Brown),appliances,"₹3,065.00",,,,,,,
60,AO Smith EWS-3 Glass Lined 3 Litre 3KW Instant Water Heater (Geyser) w/ ABS outer Body |Compact Size|Suitable-High-rise Bu...,appliances,"₹4,790.00",,,,,,,
61,atomberg Renesa+ 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Sp...,appliances,"₹7,100.00",,,,,,,
62,Absorbia Moisture Absorber | Absorbia Sachet(100gms X6 Sachet ) - Season Pack of 6 |Absorption Capacity 200ml Each Sachet...,appliances,₹660.00,,,,,,,
63,USHA Mist Air Icy 400mm Table Fan Purple (Purple),appliances,"₹2,340.00",,,,,,,
64,Havells Water Proof Immersion Water Heater HB 15 1500 Watt (White Blue),appliances,₹795.00,,,,,,,
65,CILICAnT Silica Gel White 5 Gram (80 Pcs) Silica Gel Packets Desiccant Dehumidifiers for Moisture Absorption (White) (5 gr...,appliances,₹285.00,,,,,,,
66,Orpat OEH-1220 2000-Watt Fan Heater (White),appliances,"₹1,295.00",,,,,,,
67,atomberg Renesa 400mm Wall-Mounted Fan for Home | High Speed BLDC Motor with Remote Control (Midnight Black),appliances,"₹5,440.00",,,,,,,
68,"Philips Air Purifier Ac2887/20,Vitashield Intelligent Purification,Long Hepa Filter Life Upto 17000 Hours,Removes 99.9% Ai...",appliances,"₹23,559.00",,,,,,,
69,"Whirlpool 1.5 Ton 3 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3K1...",appliances,"₹62,000.00",,,,,,,
70,Orient Electric I Tome 1200mm 26W Intelligent BLDC Energy Saving Ceiling Fan with Remote| 3 Year On-Site Manufacturer's Wa...,appliances,"₹5,235.00",,,,,,,
71,"\7\""\"" Mini Portable Air Conditioner""",3-IN-1 Small Evaporative Air Cooler,3,,,,,,,
72,"Samsung 1.5 Ton 3 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (Anti-Bacteria), 2023 ...",appliances,"₹60,990.00",,,,,,,
73,atomberg Studio+ 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Sp...,appliances,"₹7,790.00",,,,,,,
74,atomberg Ikano 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Spee...,appliances,"₹4,349.00",,,,,,,
75,Havells 1200mm Glaze BLDC Ceiling Fan (White),appliances,"₹4,510.00",,,,,,,
76,"Lloyd 1.0 Ton 5 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Chr...",appliances,"₹57,990.00",,,,,,,
77,Bajaj Esteem 400 mm Wall Fan (White),appliances,"₹3,480.00",,,,,,,
78,Havells Gatik Neo 400mm Pedestal Fan (Aqua Blue),appliances,"₹4,200.00",,,,,,,
79,"Godrej 1.5 Ton 5 Star 5-In-1 Convertible, Inverter Split AC (100% Copper, Heavy Duty Cooling at 52°C, 2023 Model,AC 1.5T E...",appliances,"₹54,900.00",,,,,,,
80,Crompton Optimus 100-Litre Inverter Compatible and Portable Desert Air Cooler with Wide Angle Air Throw (White),appliances,"₹21,500.00",,,,,,,
81,Humidifier For Room RYLAN wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change fo...,appliances,₹999.00,,,,,,,
82,"Symphony Diet 3D 55i+ Portable Tower Air Cooler For Home with 3-Side Honeycomb Pads, Magnetic Remote, i-Pure Technology an...",appliances,"₹13,599.00",,,,,,,
83,"Bajaj PYGMY 178mm White Personal Fan, Regular",appliances,"₹2,765.00",,,,,,,
84,Candes Brio Turbo 600 mm / 24 Inch High Speed 4 Blade Anti-Dust 900 RPM Ceiling Fan Suitable for Kitchen/Veranda/Balcony/S...,appliances,"₹2,299.00",,,,,,,
85,Havells Andria 1200mm Dust Resistant Ceiling Fan (Indigo Blue),appliances,"₹3,475.00",,,,,,,
86,"Hindware Smart Appliances Cruzo 46L Personal Air Cooler with Bacto Shield Honeycomb Pad, Inverter Compatible (Black & White)",appliances,"₹14,990.00",,,,,,,
87,"Anchor by Panasonic Kool Air 150mm Exhaust Fan | Exhaust Fan for Bathroom, Office, Kitchen with Strong Air Suction (White)...",appliances,"₹1,475.00",,,,,,,
88,"Usha Bloom Daffodil Goodbye Dust Ceiling Fan 1250mm, Sparkle Golden and Brown",appliances,"₹3,499.00",,,,,,,
89,atomberg Renesa Smart + 1200mm BLDC Motor 5 Star Rated Ceiling Fans for Home with iOT and Remote Control | Upto 65% Energy...,appliances,"₹9,270.00",,,,,,,
90,HAVELLS 400MM SWING WALL FAN OFF WHITE,appliances,"₹3,270.00",,,,,,,
91,"Godrej 1 Ton 3 Star Inverter Split Ac Model 2023 (100% Copper,5-In-1 Convertible, Ac 1T Ei 12Tinv3R32-Gwa Split, White)",appliances,"₹42,900.00",,,,,,,
92,"Havells Efficiencia Neo 1200mm BLDC Motor with remote Ceiling Fan (Elegant White), 26 Watt, Winner of “National Energy Con...",appliances,"₹3,965.00",,,,,,,
93,"Crompton Instabliss 3-L Instant Water Heater (Geyser) With Advanced 4 Level Safety, Wall Mounting",appliances,"₹4,400.00",,,,,,,
94,Rico IRPRO 1500w Japanese Technology Electric Water Heater Immersion Rod With Waterproof & Shockproof Protection | Instant...,appliances,₹799.00,,,,,,,
95,Havells Cool Buddy 144 mm Personal Fan (White),appliances,"₹2,450.00",,,,,,,
96,Polycab Etira 1200 mm High Speed Anti Rust Ceiling Fan with 2 years warranty (Matt Brown),appliances,"₹2,150.00",,,,,,,
97,"freshcant Compact Moisture Absorber Refresh Every Place, Dehumidifier for Wardrobe/Closets, Storage Compartment, Cupboard,...",appliances,₹532.00,,,,,,,
98,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, MTKL...",appliances,"₹58,400.00",,,,,,,
99,"Blue Star 1.5 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Multi Sensors, Stabalizer Free Operation, D...",appliances,"₹62,250.00",,,,,,,
100,Usha Racer 1200MM Ultra High Speed 400RPM Ceiling Fan Brown W/O REG,appliances,"₹1,750.00",,,,,,,
101,"LG 1.5 Ton 2 Star DUAL Inverter Split AC (Copper, Convertible 4-in-1 Cooling, HD Filter with Anti-virus Protection, 2023 M...",appliances,"₹62,990.00",,,,,,,
102,Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Silver Bl...,appliances,"₹2,349.00",,,,,,,
103,"IBELL WINDP10 Pedestal Fan 5 Leaf with Remote and High Air Flow,406mm, 55W, High Speed, 100% Copper & Timer Function, Black",appliances,"₹4,890.00",,,,,,,
104,"LG 1.5 Ton 4 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,"₹71,990.00",,,,,,,
105,"Panasonic 1 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Way ...",appliances,"₹54,600.00",,,,,,,
106,V-Guard Zio Instant Water Geyser | 3 Litre | 3000 W Heating | White-Blue | | 2 Year Warranty,appliances,"₹4,700.00",,,,,,,
107,Candes Nexo 600 mm 24 Inch Ultra High Speed 4 Blade Ceiling Fan (Silver Blue),appliances,"₹2,199.00",,,,,,,
108,"Lloyd 1.5 Ton 3 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Silver Deco Strip, Glw18C3Ywsew)",appliances,"₹47,990.00",,,,,,,
109,"Symphony Diet 3D 30i Portable Tower Air Cooler For Home with 3-Side Honeycomb Pads, Automatic Pop-Up Touchscreen, i-Pure T...",appliances,"₹9,999.00",,,,,,,
110,"Reffair AX30 [MAX] Portable Air Purifier for Car, Home & Office | Smart Ionizer Function | H13 Grade True HEPA Filter [Int...",appliances,"₹4,000.00",,,,,,,
111,Absorbia Moisture Absorber|Absorbia Hanging Pouch - Family Pack of 3( 440 g X 3 Pouches)| Absorbs 1000ml Each | Dehumidifi...,appliances,₹599.00,,,,,,,
112,"CINEFX Powerful 4 inches Rechargeable Lithium-Ion Mini Fan with 2000 mAh Battery, 3 Speed Option and Table Dock Table Fan ...",appliances,"₹1,299.00",,,,,,,
113,Havells Swing 400mm Pedestal Fan (White),appliances,"₹3,425.00",,,,,,,
114,Oreole Amaze Ultra High Speed 24 Inch smoke black 600 mm Anti Dust 4 Blade Ceiling Fan (Black),appliances,"₹2,949.00",,,,,,,
115,"Samsung 1.5 Ton 5 Star Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-Bacteria, 2023 Model AR18CYNZABE W...",appliances,"₹72,990.00",,,,,,,
116,Usha IR 3815 1500W Shock Proof Immersion Rod (Blue),appliances,₹899.00,,,,,,,
117,"Samsung 1 Ton 3 Star Inverter Split Ac (Copper, Convertible 5-In-1 Cooling Mode, Easy Filter Plus (Anti-Bacteria), 2023 Mo...",appliances,"₹50,990.00",,,,,,,
118,IBELL CHROME10 5 Leaf Pedestal Fan with Timer. High Speed motor - Black,appliances,"₹4,150.00",,,,,,,
119,Bajaj Waterproof 1500 Watts Immersion Rod Heater,appliances,"₹1,020.00",,,,,,,
120,"3M AC filters for converting split AC into air purifier [Dust, Pollen & Allergens, 4 sheets, 2 change indicators]",appliances,"₹1,200.00",,,,,,,
121,Crompton Energion HS 1200 mm BLDC Ceiling Fan with Remote Energy Efficient 5 Star Rated High Speed (Opal White),appliances,"₹5,849.00",,,,,,,
122,"Voltas 1.5 Ton 5 Star, Inverter Window AC (Copper, 2-in-1 Adjustable Mode, 2023 Model, 185V Vertis Elite, White)",appliances,"₹49,990.00",,,,,,,
123,"Rewup Table fan Powerful Rechargeable Table Fan with LED Light, Table Fan for Home, Table Fans, Table Fan for Office Desk,...",appliances,"₹1,999.00",,,,,,,
124,Usha Immersion Heater (2410) 1000-Watt with Shock Protection (Silver),appliances,₹590.00,,,,,,,
125,"Symphony Surround High Speed Bladeless Technology Tower Fan for Home With Swivel Action, Dust Filter, and Low Power Consum...",appliances,"₹6,999.00",,,,,,,
126,Candes Florence 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan(100% CNC Winding) 405 RPM (2 Yrs W...,appliances,"₹5,998.00",,,,,,,
127,Crompton IHL 251 1500-Watt Immersion Water Heater with Copper Heating Element and IP 68 Protection,appliances,"₹1,020.00",,,,,,,
128,"LG 1.0 Ton 5 Star DUAL Inverter Wi-Fi Window AC (Copper, Convertible 4-in-1 cooling, PW-Q12WUZA, 2022 Model, HD Filter, Wh...",appliances,"₹75,990.00",,,,,,,
129,USHA Aeroclean 230MM Goodbye Oil and Dust Metal Exhaust Fan for Kitchen(Metallic Grey),appliances,"₹2,005.00",,,,,,,
130,Mi Air Purifier HEPA Filter (Compatible with All Mi Air Purifiers) - Black,appliances,"₹2,499.00",,,,,,,
131,Absorbia Moisture Absorber | Absorbia Refill Pouch for Reusable Box - Pack of 3 (400g X 3 Pouches) | Absorbs 800ml Each | ...,appliances,₹387.00,,,,,,,
132,Exchange Pick-up Service for Fan,appliances,₹100.00,,,,,,,
133,"Usha Crisp Air Premia BV 150mm Sweep Size, 8 Inch Duct Size Exhaust Fan (White)",appliances,"₹2,220.00",,,,,,,
134,ACTIVA 390 RPM 1200mm High Speed BEE Approved 5 Star Rated Apsra Ceiling Fan Brown-2 Years Warranty,appliances,"₹1,990.00",,,,,,,
135,"Godrej 1.5 Ton 3 Star 5-In-1 Convertible, Inverter Split AC (100% Copper,I-Sense, 2023 Model, AC 1.5T EI 18TINV3R32-GWA/AC...",appliances,"₹46,900.00",,,,,,,
136,Dr Trust Home Spa Luxury Home Office Cool Mist Aroma Oil Diffuser And Humidifier - 200 Ml (White),appliances,"₹4,000.00",,,,,,,
137,"Havells 1200mm Festiva Energy Saving Ceiling Fan (Gold Mist, Pack of 1)",appliances,"₹5,350.00",,,,,,,
138,"Cascade Mini Portable Air Cooler,Personal Space Cooler Easy to fill water and mood led light and portable Air Conditioner ...",appliances,"₹2,999.00",,,,,,,
139,"Havells 16 A WiFi Smart Plug (White) (ACST161603) with Energy Monitoring- Suitable for Large Appliances like Geysers, Heat...",appliances,"₹1,769.00",,,,,,,
140,"Lifelong Llwh106 Flash 3 Litres Instant Water Heater For Home Use, 8 Bar Pressure,Power On/Off Indicator And Advanced Safe...",appliances,"₹5,550.00",,,,,,,
141,"Voltas 2 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 243V Vectra Elite, Wh...",appliances,"₹79,990.00",,,,,,,
142,"Luminous Vento Axial 150 mm Exhaust Fan For Kitchen, Bathroom, Office with Less Wattage, Noiseless Operation and Plastic B...",appliances,"₹1,190.00",,,,,,,
143,atomberg Renesa+ 1400mm BLDC Motor 5 Star Rated Ceiling Fans for Home with Remote Control | Upto 65% Energy Saving High Sp...,appliances,"₹7,480.00",,,,,,,
144,Crompton HighFlo Wave Plus 400-MM (16 inch) 60W Oscillating Wall Fan (KD White),appliances,"₹3,699.00",,,,,,,
145,"IBELL VIVA High Speed Wall Fan with Remote, 5 Leaf, 406mm, Low Noise Motor, White",appliances,"₹4,250.00",,,,,,,
146,Havells Gatik Neo 400mm Wall Fan (White Blue),appliances,"₹3,375.00",,,,,,,
147,"AGARO VIBE 500 ml Adult/Baby Humidifier for Home, Bedroom & Office",appliances,"₹5,499.00",,,,,,,
148,ACTIVA 1200 MM HIGH Speed BEE Approved 5 Apsra Brown Ceiling Fan Pack of 2 with 2 Years Warranty,appliances,"₹3,980.00",,,,,,,
149,"\Havells Stealth Air \""\"" The most silent BLDC fan with Premium Look and Finish\""\""","1200mm BLDC motor and Remote Controlled Ceil...\"",₹6","998""",,,,,,,
150,Havells Stealth Air Ceiling Fan (Pearl White),appliances,"₹12,065.00",,,,,,,
151,Crompton Amica 15-L 5 Star Rated Storage Water Heater (Geyser) White,appliances,"₹11,500.00",,,,,,,
152,ARDNIB Kitchen Chimney Aluminium Exhaust Pipe with free Cowl Cover and Aluminium Silver Tape (10feet length) (6inch Kit),appliances,"₹1,499.00",,,,,,,
153,"Sameer Gati 1200mm Ceiling Fan,380 R.P.M -2 Years Warranty,100% Copper Motor,Brown",appliances,"₹1,630.00",,,,,,,
154,anchor by panasonic Ventus 600mm Ceiling Fan (SmokeBrown Briken),appliances,"₹2,240.00",,,,,,,
155,"V-Guard Divino 5 Star Rated 15 Litre Storage Water Heater (Geyser) with Advanced Safety Features, White",appliances,"₹8,500.00",,,,,,,
156,Usha Pentacool 5 Blade 400mm Pedestal Fan (White),appliances,"₹3,600.00",,,,,,,
157,atomberg Renesa 600mm BLDC motor Energy Saving Ceiling Fan with Remote Control (Brown and Black),appliances,"₹4,570.00",,,,,,,
158,Crompton Wave Plus 400-mm (16 inch) 60W Oscillating Pedestal Fan (KD White),appliances,"₹4,449.00",,,,,,,
159,"Marve Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Babies, humi...",appliances,₹899.00,,,,,,,
160,"OICOTA Chimney Exhaust Pipe Kitchen Accessories Expended Upto 10 ft with Cowl Cover (6 Inch, Silver)",appliances,"₹1,999.00",,,,,,,
161,"Symphony Diet 35T Personal Tower Air Cooler For Home with Honeycomb Pad, Powerful Blower, i-Pure Technology and Low Power ...",appliances,"₹10,299.00",,,,,,,
162,"Usha Crisp Air Premia CV Exhaust Fan, 260 MM Frame Size (White)",appliances,"₹2,705.00",,,,,,,
163,"IBELL CLASSY P16 SB Pedestal Fan 5 Leaf with Remote and High Air Flow, 55W, LED Display, High Speed, Copper Motor",appliances,"₹4,890.00",,,,,,,
164,Havells Festiva 1200mm Dust Resistant Ceiling Fan (Mist),appliances,"₹4,090.00",,,,,,,
165,Havells Swing 300mm Wall Fan (Off White),appliances,"₹2,960.00",,,,,,,
166,Bajaj Esteem 400 mm Table Fan (White),appliances,"₹2,499.00",,,,,,,
167,Crompton IHL 152 1500-Watt Immersion Water Heater with Copper Heating Element (Black),appliances,₹950.00,,,,,,,
168,"MILLRUN Wooden Cool Mist Humidifiers Essential Oil Diffuser Aroma Air Humidifier with Colorful Change for Car, Office, Bab...",appliances,₹798.00,,,,,,,
169,"Samsung 1.5 Ton 3 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",appliances,"₹62,990.00",,,,,,,
170,Bajaj Midea BT 07 400mm Table Fan (White),appliances,"₹3,260.00",,,,,,,
171,ACTIVA 600MM HIGH Speed 850 RPM Galaxy-1 4 Blades Deco Ceiling Fan (Ivory) 2 Year Warranty,appliances,"₹2,790.00",,,,,,,
172,"Havells Instanio 3-Litre 4.5Kw Instant Water Heater (Geyser), White Blue, Wall Mounting",appliances,"₹4,164.00",,,,,,,
173,"TOPREDO TAFTA Heavy Duty Air Conditioner Outdoor Wall Mounting Brackets Ac out door stand for 1 Ton, 1.1 Ton, 1.2 Ton, 1.5...",appliances,"₹1,000.00",,,,,,,
174,"Racold Pronto Pro 3Litres 3Kw Vertical Instant Water Heater (Geyser), Wall Mounting",appliances,"₹4,849.00",,,,,,,
175,Havells Platina 400mm Wall Fan (White),appliances,"₹2,980.00",,,,,,,
176,Havells REO Tejas 1200mm Ceiling Fan (Brown),appliances,"₹2,345.00",,,,,,,
177,Candes Star High Speed Decorative 1200 mm / 48 inch Anti-Rust 405-RPM Ceiling Fan with 2 Yrs. Warranty (Coffee Brown),appliances,"₹2,299.00",,,,,,,
178,"Symphony HiFlo 27 Personal Air Cooler For Home with Powerful Blower, Honeycomb Pad, i-Pure Technology and Low Power Consum...",appliances,"₹7,999.00",,,,,,,
179,Luminous Dhoom 1200mm 70-Watt High Speed Ceiling Fan (White),appliances,"₹2,440.00",,,,,,,
180,"Piesome Powerful Rechargeable 1.88 Watts High Speed Table Fan with LED Light for Home, Office Desk, Kitchen (Multicolour)...",appliances,"₹1,999.00",,,,,,,
